,108_MC_B2_S20,109_NegContCooler_C2_S53,110_NegSC_D2_S4,NPB_F10_10_F7_S24,NPB_F10_11_G7_S25,NPB_F10_12_H7_S26,NPB_F10_1_E6_S15,NPB_F10_2_F6_S16,NPB_F10_3_G6_S17,NPB_F10_4_H6_S18,NPB_F10_5_A7_S19,NPB_F10_6_B7_S20,NPB_F10_7_C7_S21,NPB_F10_8_D7_S22,NPB_F10_9_E7_S23,NPB_F1_10_B3_S10,NPB_F11_10_B9_S36,NPB_F11_11_C9_S37,NPB_F11_12_D9_S38,NPB_F11_1_A8_S27,NPB_F1_11_C3_S11,NPB_F11_2_B8_S28,NPB_F1_12_D3_S12,NPB_F11_3_C8_S29,NPB_F11_4_D8_S30,NPB_F11_5_E8_S31,NPB_F11_6_F8_S32,NPB_F11_7_G8_S33,NPB_F11_8_H8_S34,NPB_F11_9_A9_S35,NPB_F1_1_A2_S1,NPB_F12_10_F10_S48,NPB_F12_11_G10_S49,NPB_F12_12_H10_S50,NPB_F12_1_E9_S39,NPB_F12_2_F9_S40,NPB_F12_3_G9_S41,NPB_F12_4_H9_S42,NPB_F12_5_A10_S43,NPB_F12_6_B10_S44,NPB_F12_7_C10_S45,NPB_F12_8_D10_S46,NPB_F12_9_E10_S47,NPB_F1_2_B2_S2,NPB_F13_10_B12_S60,NPB_F13_11_C12_S61,NPB_F13_12_D12_S62,NPB_F13_1_A11_S51,NPB_F13_2_B11_S52,NPB_F13_3_C11_S53,NPB_F13_4_D11_S54,NPB_F13_5_E11_S55,NPB_F13_6_F11_S56,NPB_F13_7_G11_S57,NPB_F13_8_H11_S58,NPB_F13_9_A12_S59,NPB_F1_3_C2_S3,NPB_F14_10_F1_S72,NPB_F14_11_G1_S73,NPB_F14_12_H1_S74,NPB_F14_1_E12_S63,NPB_F14_2_F12_S64,NPB_F14_3_G12_S65,NPB_F14_4_H12_S66,NPB_F14_5_A1_S67,NPB_F14_6_B1_S68,NPB_F14_7_C1_S69,NPB_F14_8_D1_S70,NPB_F14_9_E1_S71,NPB_F1_4_D2_S4,NPB_F15_10_B3_S84,NPB_F15_11_C3_S85,NPB_F15_12_D3_S86,NPB_F15_1_A2_S75,NPB_F15_2_B2_S76,NPB_F15_3_C2_S77,NPB_F15_4_D2_S78,NPB_F15_5_E2_S79,NPB_F15_6_F2_S80,NPB_F15_7_G2_S81,NPB_F15_8_H2_S82,NPB_F15_9_A3_S83,NPB_F1_5_E2_S5,NPB_F16_10_F4_S51,NPB_F16_11_G4_S52,NPB_F16_12_H4_S53,NPB_F16_1_E3_S87,NPB_F16_2_F3_S88,NPB_F16_3_G3_S89,NPB_F16_4_H3_S90,NPB_F16_5_A4_S91,NPB_F16_6_B4_S92,NPB_F16_7_C4_S48,NPB_F16_8_D4_S49,NPB_F16_9_E4_S50,NPB_F1_6_F2_S6,NPB_F17_10_B6_S63,NPB_F17_11_C6_S64,NPB_F17_12_D6_S65,NPB_F17_1_A5_S54,NPB_F17_2_B5_S55,NPB_F17_3_C5_S56,NPB_F17_4_D5_S57,NPB_F17_5_E5_S58,NPB_F17_6_F5_S59,NPB_F17_7_G5_S60,NPB_F17_8_H5_S61,NPB_F17_9_A6_S62,NPB_F1_7_G2_S7,NPB_F18_10_F7_S75,NPB_F18_11_G7_S76,NPB_F18_12_H7_S77,NPB_F18_1_E6_S66,NPB_F18_2_F6_S67,NPB_F18_3_G6_S68,NPB_F18_4_H6_S69,NPB_F18_5_A7_S70,NPB_F18_6_B7_S71,NPB_F18_7_C7_S72,NPB_F18_8_D7_S73,NPB_F18_9_E7_S74,NPB_F1_8_H2_S8,NPB_F1_9_A3_S9,NPB_F2_10_F4_S22,NPB_F2_11_G4_S23,NPB_F2_12_H4_S24,NPB_F2_1_E3_S13,NPB_F2_2_F3_S14,NPB_F2_3_G3_S15,NPB_F2_4_H3_S16,NPB_F2_5_A4_S17,NPB_F2_6_B4_S18,NPB_F2_7_C4_S19,NPB_F2_8_D4_S20,NPB_F2_9_E4_S21,NPB_F3_10_B6_S34,NPB_F3_11_C6_S35,NPB_F3_12_D6_S36,NPB_F3_1_A5_S25,NPB_F3_2_B5_S26,NPB_F3_3_C5_S27,NPB_F3_4_D5_S28,NPB_F3_5_E5_S29,NPB_F3_6_F5_S30,NPB_F3_7_G5_S31,NPB_F3_8_H5_S32,NPB_F3_9_A6_S33,NPB_F4_10_F7_S46,NPB_F4_11_G7_S47,NPB_F4_12_H7_S1,NPB_F4_1_E6_S37,NPB_F4_2_F6_S38,NPB_F4_3_G6_S39,NPB_F4_4_H6_S40,NPB_F4_5_A7_S41,NPB_F4_6_B7_S42,NPB_F4_7_C7_S43,NPB_F4_8_D7_S44,NPB_F4_9_E7_S45,NPB_F5_10_B9_S11,NPB_F5_11_C9_S12,NPB_F5_12_D9_S13,NPB_F5_1_A8_S2,NPB_F5_2_B8_S3,NPB_F5_3_C8_S4,NPB_F5_4_D8_S5,NPB_F5_5_E8_S6,NPB_F5_6_F8_S7,NPB_F5_7_G8_S8,NPB_F5_8_H8_S9,NPB_F5_9_A9_S10,NPB_F6_10_F10_S23,NPB_F6_11_G10_S24,NPB_F6_12_H10_S25,NPB_F6_1_E9_S14,NPB_F6_2_F9_S15,NPB_F6_3_G9_S16,NPB_F6_4_H9_S17,NPB_F6_5_A10_S18,NPB_F6_6_B10_S19,NPB_F6_7_C10_S20,NPB_F6_8_D10_S21,NPB_F6_9_E10_S22,NPB_F7_10_B12_S35,NPB_F7_11_C12_S36,NPB_F7_12_D12_S37,NPB_F7_1_A11_S26,NPB_F7_2_B11_S27,NPB_F7_3_C11_S28,NPB_F7_4_D11_S29,NPB_F7_5_E11_S30,NPB_F7_6_F11_S31,NPB_F7_7_G11_S32,NPB_F7_8_H11_S33,NPB_F7_9_A12_S34,NPB_F8_10_F4_S47,NPB_F8_11_G4_S1,NPB_F8_12_H4_S2,NPB_F8_1_E12_S38,NPB_F8_2_F12_S39,NPB_F8_3_G12_S40,NPB_F8_4_H12_S41,NPB_F8_5_A4_S42,NPB_F8_6_B4_S43,NPB_F8_7_C4_S44,NPB_F8_8_D4_S45,NPB_F8_9_E4_S46,NPB_F9_10_B6_S12,NPB_F9_11_C6_S13,NPB_F9_12_D6_S14,NPB_F9_1_A5_S3,NPB_F9_2_B5_S4,NPB_F9_3_C5_S5,NPB_F9_4_D5_S6,NPB_F9_5_E5_S7,NPB_F9_6_F5_S8,NPB_F9_7_G5_S9,NPB_F9_8_H5_S10,NPB_F9_9_A6_S11
MEG_5189|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1598|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7271|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIA,239291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1119|Drugs|Multi-drug_resistance|MDR_regulator|ARLS,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6831|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,468106,727,1830,22154,25946,27982,28126,0,25394,22768,33045,25918,31426,28903,25973,24379,20238,23001,21652,20063,20810,27858,19792,22828,16797,23298,23633,19390,20838,16466,19678,29202,25930,27923,19978,23700,23659,17084,22091,29946,32370,17968,41804,22036,28263,29380,28506,19254,26344,29896,23843,28608,30017,26863,24142,34347,25013,27523,22008,21849,19432,30115,28260,28611,31340,28599,21625,19716,26907,18775,22525,29337,20698,24946,20968,27533,19916,25581,29928,23311,21898,35731,47983,14616,17496,10608,16615,11294,24104,19154,11095,15849,16071,11485,14311,27760,12333,13030,6761,12550,15225,8691,7823,16825,11182,19092,11052,10778,26755,17328,17811,911,9840,12825,19727,8616,9621,15717,12674,16741,12451,31538,20373,22387,24030,25576,39990,21774,21553,21603,17398,21104,20844,21163,17035,25381,15250,34537,17028,18954,18320,12614,19324,21141,16238,22766,24817,23420,25832,21218,21175,19691,20191,23648,27736,27438,23256,24937,25159,32683,24447,25282,19579,24729,20627,18992,23051,18986,10201,21463,21643,21040,23754,19351,17657,12829,17057,18263,25563,29036,18053,19632,20300,18829,20371,23308,20849,23390,19986,21789,27704,29139,16639,18089,19075,19399,23427,16103,32111,0,14262,0,25961,17126,14787,17449,21256,27291,25939,28069,24520,26530,21479,16902,28198,21722,21134,8429,27127
MEG_7214|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,245,0,0,848,1007,1005,1166,0,1151,732,966,893,948,1203,960,1683,982,1160,485,1275,1575,1635,920,996,1103,1036,1155,870,691,607,830,1312,1671,1356,922,1274,1416,1332,1285,847,1510,911,3891,1816,950,1260,861,627,884,877,841,936,1010,794,785,1093,1255,838,983,1038,944,1087,830,1011,1111,1265,760,704,815,1027,749,993,803,720,913,1084,776,927,1075,630,771,1104,1784,548,952,653,779,492,657,793,541,1079,847,586,380,1710,599,611,186,584,752,238,431,486,416,839,569,508,4313,833,1094,0,489,460,1169,307,390,1077,382,929,595,1782,1066,990,1337,2109,1511,1778,1489,1409,704,745,1069,901,747,1292,1076,2990,1266,1993,1648,703,1083,1096,886,1213,1013,1413,1703,1209,1378,1283,1338,1157,1453,1422,1204,1430,1636,2380,1460,1896,1128,2112,1440,1503,1994,1392,969,1642,1730,1197,1554,1178,1022,821,1303,1224,1811,1554,1205,1174,1167,1027,1155,1218,915,1141,1355,864,1138,1116,793,1084,1223,1159,1151,1144,1741,0,820,64,1163,679,1027,1211,1163,1434,1656,1008,1149,1098,1129,773,1854,934,1383,488,1403
MEG_5444|Drugs|betalactams|Class_C_betalactamases|PDC,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6228|Drugs|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3644|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2050|Metals|Copper_resistance|Copper_resistance_protein|COPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,33383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,113,0,71,0,0,136,0,0,0,118,0,0,0,0,0,0,80,73,112,0,89,0,0,82,76,0,0,0,208,0,0,0,1752,421,701,505,299,839,743,234,629,281,0,1107,3905,258,380,82,669,778,836,167,285,816,0,128,617,0,1637,386,0,1278,512,166,1384,786,561,283,489,0,166,0,0,138,82,0,134,0,0,395,186,49,64,0,0,0,270,0,0,169,117,172,145,0,0,108,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,82,0,0,0,197,0,88,0,0,183,71,105,0,63,0,0,0,0,0,0,159,0,101,0,0
MEG_4355|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4484|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3077|Biocides|Acid_resistance|Acid_resistance_protein|GADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2627|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1300|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,907039,1006,3702,18267,22748,27293,23472,0,23264,16887,33461,20993,28909,28989,21750,16993,15419,17271,20665,12811,16268,26900,9977,11453,15420,18532,23750,13400,19297,13727,11084,20963,25249,26382,13368,18165,20472,15563,17670,24163,24679,11510,45003,18717,27979,29818,27814,20447,23541,29335,21802,30231,30245,25810,23778,34437,15888,28115,14868,20780,16420,26820,27607,28097,28655,25589,19537,15869,26104,15245,17483,26597,19162,0,18939,25688,17587,22256,28364,23938,21133,37181,29702,8627,11287,7099,11284,7151,23275,10392,6593,18465,10571,5061,12490,21119,5215,8218,3280,7707,10057,4121,8476,9402,7711,11025,5854,6501,33938,9731,10594,1041,5479,9080,11015,4040,6718,17487,5303,10534,5184,21002,13648,14489,15111,23039,22559,17648,0,16412,13245,15998,17383,12327,9531,16910,0,33280,13876,17591,0,6849,10708,11648,0,11727,12929,22411,25977,19766,16919,17498,18509,19573,26669,26211,18580,25384,24419,36129,24778,26505,18968,27678,20875,21340,27051,19394,10611,22869,25103,15889,22146,16365,14659,11511,15466,16127,26714,27135,15020,20137,19393,16740,17483,19995,16890,18033,18820,17729,25742,27480,12203,16258,0,19332,20197,14333,23252,0,10753,0,23148,15135,11735,13495,17324,20900,25245,23044,17930,16500,16632,11489,27440,15424,17740,8933,24622
MEG_6093|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3613,0,0,0,0,0,0,0,0,0,0,2926,0,0,0,0,0,0,0,0,3039,3281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,0,0,0,0,0,0,3965,0,2897,5034,4398,0,0,0,4074,0,0,0,0,0,0,0,1902,4780,0,0,0,3619,0,3956,6007,0,3818,0,4567,0,0,0,0,3485,3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3748,0,0,0,0,3204,0,0,0,0,0,2915,0,0,0,0,0,0,0,0,0,0,0,3449,2555,0,0,0,0,0,0,0,0,0,0,0,3310,2914,0,0,0,0,0,0,0,0,0,3154,0,4309,0,0,0,0,0,0,0,0,3517,1496,3003
MEG_930|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1684|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
